,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,h_alpha_eqw,nii_6584_eqw
18702,961,52615,276,b'GALAXY',b'STARFORMING',0.05983811,491.8837,101.7663,19.01398,231.7617,-30.1152,-14.02503
18703,962,52620,66,b'GALAXY',b'STARFORMING',0.06295004,158.9358,44.4556,28.16386,43.62066,-42.0879,-10.09861
18704,962,52620,84,b'GALAXY',b'STARFORMING',0.06332146,245.5207,66.42207,43.70364,74.85229,-25.93915,-8.366813
18705,962,52620,242,b'GALAXY',b'STARBURST',0.09047594,705.3364,188.5564,260.8469,134.5965,-85.19034,-16.27353
18706,962,52620,346,b'GALAXY',b'STARFORMING',0.06346732,364.8759,86.29908,17.69068,124.3401,-26.34317,-9.209786
18707,962,52620,350,b'GALAXY',b'STARBURST',0.02612175,832.7283,234.5595,411.3089,100.8427,-165.304,-19.95045
18708,962,52620,420,b'GALAXY',b'STARBURST',0.171738,670.1989,161.067,382.2618,144.251,-179.2825,-12.84989
18709,962,52620,423,b'GALAXY',b'AGN',0.02625442,52.17416,18.51315,33.82708,26.0987,-1.654263,-0.9040115
18710,962,52620,526,b'GALAXY',b'STARFORMING',0.04131338,267.1653,82.00439,155.7129,37.39945,-53.03604,-5.349994
18711,962,52620,589,b'GALAXY',b'STARFORMING',0.1440713,173.3599,26.62926,20.00634,76.02891,-16.41881,-7.641437
18712,963,52643,407,b'GALAXY',b'AGN',0.09895267,158.4969,28.92494,79.29469,120.4836,-9.116801,-7.103988
18713,964,52646,31,b'GALAXY',b'',0.01779015,80.10032,27.31958,45.8238,80.13506,-1.217165,-1.289523
18714,964,52646,52,b'GALAXY',b'STARFORMING',0.03560456,40.29594,13.99219,13.19705,9.394323,-11.37,-3.393188
18715,964,52646,250,b'GALAXY',b'',0.02193675,84.48564,17.80226,15.81097,46.68223,-3.946207,-2.028003
18716,964,52646,567,b'GALAXY',b'STARFORMING',0.07267911,223.793,56.17173,44.92338,59.73635,-32.27119,-8.857815
18717,965,52438,17,b'GALAXY',b'STARFORMING',0.01895392,409.206,118.3292,242.7953,58.57037,-29.74851,-4.328489
18718,965,52438,284,b'GALAXY',b'',0.06052735,163.1637,24.27491,13.09555,54.1846,-17.63549,-6.147774
18719,965,52438,369,b'GALAXY',b'AGN',0.07589283,432.5133,98.2598,760.7131,631.972,-15.11818,-20.87736
18720,965,52438,419,b'GALAXY',b'STARFORMING',0.05679093,338.2269,73.22101,22.37735,107.8044,-25.88415,-8.269787
18721,966,52642,82,b'GALAXY',b'STARFORMING',0.1693833,165.6353,43.24942,42.45244,85.77835,-32.70029,-16.60597
18722,966,52642,229,b'GALAXY',b'STARFORMING',0.06020541,337.5565,99.99561,92.99877,71.86374,-41.76433,-8.908601
18723,966,52642,290,b'GALAXY',b'STARFORMING',0.05697077,351.3886,94.50305,32.52655,183.256,-8.802676,-4.628277
18724,966,52642,334,b'GALAXY',b'STARBURST',0.1604337,257.7007,60.09992,19.53678,82.38277,-45.95168,-15.53088
18725,967,52636,74,b'GALAXY',b'STARFORMING',0.1353485,96.62144,15.93267,14.7706,69.42403,-9.298833,-6.884871
18726,967,52636,144,b'GALAXY',b'STARBURST',0.07047614,390.9124,103.4948,54.67183,122.8749,-43.03044,-13.28289
18727,967,52636,154,b'GALAXY',b'STARFORMING',0.1079186,137.3216,35.97932,13.28226,48.18565,-25.85763,-9.347479
18728,967,52636,229,b'GALAXY',b'STARFORMING',0.03533005,239.853,66.93315,59.29791,199.9044,-5.49826,-4.490552
18729,967,52636,610,b'GALAXY',b'BROADLINE',0.0572063,48.04714,16.76427,22.68993,47.81812,-1.063609,-1.032748
18730,968,52412,183,b'GALAXY',b'STARFORMING',0.1672055,158.3053,45.18918,19.69668,69.03595,-26.46458,-11.93036
18731,968,52412,572,b'GALAXY',b'STARFORMING',0.08394729,600.9767,128.3372,97.85706,286.3154,-25.83985,-12.31816
18732,969,52442,5,b'GALAXY',b'STARBURST',0.1202402,251.2251,76.7532,63.04799,76.74725,-69.28154,-21.59586
18733,969,52442,57,b'GALAXY',b'STARFORMING',0.119263,101.2347,30.85238,9.831036,35.26354,-20.90403,-4.683285
18734,969,52442,80,b'GALAXY',b'STARBURST',0.09567044,288.5749,77.54079,26.52826,99.5584,-37.63595,-12.63871
18735,969,52442,106,b'GALAXY',b'STARFORMING',0.1018011,252.0774,64.28271,21.33899,105.0307,-28.81015,-12.97471
18736,969,52442,265,b'GALAXY',b'STARBURST',0.1191598,1327.468,318.1,357.1872,312.7942,-105.2177,-25.15484
18737,969,52442,430,b'GALAXY',b'STARFORMING',0.09524876,206.5562,56.44913,19.11192,62.81949,-28.22323,-8.501293
18738,970,52413,94,b'GALAXY',b'STARFORMING',0.04549818,237.6852,77.9363,116.9355,32.43807,-43.30185,-5.468227
18739,970,52413,230,b'GALAXY',b'STARBURST',0.02058959,674.2438,205.5875,910.8452,42.41273,-69.82087,-4.074349
18740,970,52413,354,b'GALAXY',b'STARFORMING',0.07750238,585.0165,102.6507,46.2469,243.1198,-36.82896,-15.22905
18741,971,52644,20,b'GALAXY',b'STARFORMING',0.1066723,123.4767,32.25841,13.80207,43.32354,-16.39645,-5.351821
18742,971,52644,274,b'GALAXY',b'STARFORMING',0.08520337,182.2968,49.9665,19.02482,85.06844,-12.85524,-6.099581
18743,971,52644,398,b'GALAXY',b'STARBURST',0.2035799,386.2573,90.14627,54.9194,133.7876,-50.80987,-17.49572
18744,971,52644,532,b'GALAXY',b'STARFORMING',0.09250093,137.3499,29.65505,13.33693,47.54309,-13.92514,-4.613801
18745,972,52428,94,b'GALAXY',b'STARFORMING',0.09841897,221.5476,53.36897,18.43405,67.35631,-22.41572,-6.48001
18746,972,52435,295,b'GALAXY',b'STARFORMING',0.08503032,102.9705,27.11204,24.18961,38.65521,-9.867468,-3.556737
18747,972,52435,457,b'GALAXY',b'STARFORMING',0.1262808,80.96955,17.6707,12.59853,31.35938,-11.60184,-4.266285
18748,972,52435,461,b'GALAXY',b'STARFORMING',0.06023569,163.181,38.82927,11.18046,59.53052,-17.36123,-6.624299
18749,972,52435,482,b'GALAXY',b'STARFORMING',0.07218929,157.231,40.91311,20.63647,50.92283,-19.66626,-6.556252
18750,972,52428,512,b'GALAXY',b'STARFORMING',0.05881943,170.1629,45.02698,22.65271,53.7603,-22.47347,-6.972455
18751,972,52428,615,b'GALAXY',b'STARFORMING',0.06182195,277.5984,61.82026,16.06795,99.50994,-19.21041,-6.65296
18752,973,52426,145,b'GALAXY',b'STARFORMING',0.09698407,86.41304,28.10027,9.617311,27.66637,-16.01763,-4.909377
18753,973,52426,156,b'GALAXY',b'STARFORMING',0.08243552,128.2205,25.15463,24.1947,43.56246,-18.31589,-6.224708
18754,973,52426,219,b'GALAXY',b'STARFORMING',0.1012629,311.4333,61.21489,73.34029,197.2934,-26.85152,-17.12373
18755,973,52426,354,b'GALAXY',b'AGN',0.1366909,82.47545,18.48667,143.8668,62.11343,-10.77935,-8.486092
18756,973,52426,502,b'GALAXY',b'',0.0870031,83.47195,22.80439,64.13174,57.84926,-4.904359,-3.351668
18757,974,52427,12,b'GALAXY',b'STARFORMING',0.1091508,130.7546,36.26596,12.06578,41.93833,-30.09362,-8.181127
18758,974,52427,151,b'GALAXY',b'STARFORMING',0.03259951,232.8553,49.45597,135.4214,114.0679,-20.83454,-10.1846
18759,974,52427,266,b'GALAXY',b'STARBURST',0.1006441,1047.86,167.3553,78.80924,455.6885,-56.39989,-24.1311
18760,975,52411,309,b'GALAXY',b'STARFORMING',0.03715666,210.5342,59.23446,56.66429,67.62864,-24.55365,-7.926086
18761,975,52411,325,b'GALAXY',b'STARFORMING',0.03406376,96.45166,36.63854,23.59311,26.67841,-22.31434,-6.881784
18762,975,52411,504,b'GALAXY',b'STARFORMING',0.07939213,135.1214,40.58662,16.1569,41.16221,-19.41637,-5.803516
18763,975,52411,604,b'GALAXY',b'STARFORMING',0.08529177,437.6897,99.14639,28.89833,155.6099,-33.87916,-11.97258
18764,975,52411,622,b'GALAXY',b'AGN',0.1941603,469.4449,108.2243,509.9708,251.6279,-37.6559,-22.133
18765,975,52411,626,b'GALAXY',b'AGN',0.1190562,126.539,24.02274,25.48856,72.79045,-10.6778,-6.486907
18766,976,52413,111,b'GALAXY',b'STARBURST',0.06967272,1665.91,350.5059,74.35282,719.018,-51.51363,-22.41239
18767,976,52413,627,b'GALAXY',b'STARFORMING',0.1071211,73.96608,18.13399,17.26844,31.45453,-9.934141,-4.514277
18768,977,52410,296,b'GALAXY',b'STARFORMING',0.1058975,455.8733,106.555,15.59653,181.2269,-30.06493,-13.235
18769,978,52431,2,b'GALAXY',b'STARFORMING',0.05679658,571.8007,101.4553,36.92857,357.2331,-24.27284,-15.26218
18770,978,52441,239,b'GALAXY',b'STARFORMING',0.1071942,209.3818,43.22752,17.18019,88.19651,-15.7712,-6.292097
18771,978,52431,252,b'GALAXY',b'AGN',0.1049691,680.2343,200.9164,1969.059,516.6675,-47.55912,-34.45696
18772,978,52431,258,b'GALAXY',b'',0.1994336,92.54204,21.1492,9.170197,34.94459,-13.1345,-5.997318
18773,979,52427,9,b'GALAXY',b'STARFORMING',0.1034615,374.3449,92.17368,45.24441,167.6195,-19.88565,-8.868248
18774,979,52427,64,b'GALAXY',b'STARFORMING BROADLINE',0.169854,235.3268,66.46273,68.80392,170.0612,-24.82594,-16.90368
18775,979,52427,296,b'GALAXY',b'STARFORMING',0.06220484,107.8904,33.18586,19.76621,21.91032,-27.64011,-5.668886
18776,979,52427,523,b'GALAXY',b'STARFORMING',0.09454394,86.23437,21.87829,13.32418,38.4333,-11.71714,-5.152343
18777,980,52431,79,b'GALAXY',b'STARFORMING',0.03102159,286.4937,73.29649,19.37813,104.6924,-12.34965,-4.637522
18778,980,52431,238,b'GALAXY',b'STARFORMING',0.1112187,506.628,115.513,157.54,286.9873,-15.98914,-8.929417
18779,980,52431,503,b'GALAXY',b'STARFORMING',0.02763883,163.4406,36.29063,14.78722,61.23571,-15.60132,-6.14187
18780,981,52435,625,b'GALAXY',b'STARFORMING',0.04404467,167.3681,39.20543,21.77933,44.15896,-19.7078,-5.001222
18781,982,52466,52,b'GALAXY',b'STARFORMING',0.03032318,124.0546,41.05888,34.1509,24.24073,-22.49637,-4.160344
18782,982,52466,396,b'GALAXY',b'STARFORMING',0.05459281,332.0616,72.00945,19.01028,172.4917,-18.66871,-9.376193
18783,982,52466,532,b'GALAXY',b'STARFORMING',0.02435119,303.137,104.4756,239.7429,30.20277,-50.92274,-5.055345
18784,983,52443,159,b'GALAXY',b'STARFORMING',0.1307449,202.8087,48.93819,17.90888,83.59654,-17.1786,-6.881693
18785,983,52443,396,b'GALAXY',b'STARFORMING',0.1080143,159.9039,37.19405,30.73589,41.88532,-33.50263,-7.646325
18786,983,52443,508,b'GALAXY',b'STARFORMING',0.1355143,254.2234,46.74033,23.2476,232.2631,-15.51152,-13.94071
18787,984,52442,24,b'GALAXY',b'STARFORMING',0.07734594,156.0195,36.87224,12.6998,57.30806,-20.47818,-7.295145
18788,984,52442,131,b'GALAXY',b'STARFORMING',0.07972894,71.63879,22.05694,10.97719,22.86204,-13.56839,-4.29012
18789,984,52442,180,b'GALAXY',b'STARFORMING',0.06174224,585.7671,109.1668,155.5464,370.4971,-16.8665,-10.64251
18790,984,52442,396,b'GALAXY',b'STARFORMING',0.02993551,377.6992,107.2922,120.548,63.98293,-35.59394,-5.634306
18791,984,52442,545,b'GALAXY',b'STARBURST',0.03342541,603.2888,190.3172,271.9644,117.5826,-43.08357,-8.529092
18792,985,52431,243,b'GALAXY',b'STARBURST',0.04882688,763.1227,183.6077,42.84988,201.6601,-47.88246,-12.94209
18793,985,52431,354,b'GALAXY',b'STARBURST',0.05122182,202.2715,59.12397,61.73013,31.56829,-48.35111,-6.582171
18794,985,52431,378,b'GALAXY',b'STARBURST',0.02322756,551.974,201.8514,826.8864,19.6898,-68.07751,-2.827137
18795,986,52443,117,b'GALAXY',b'STARFORMING',0.01966045,258.2596,77.14949,60.84,71.14822,-16.73121,-4.513141
18796,987,52523,50,b'GALAXY',b'STARFORMING',0.0619609,217.5596,62.04493,112.1902,24.92265,-32.17651,-3.588311
18797,987,52523,279,b'GALAXY',b'STARFORMING',0.01922405,148.205,59.48064,52.72582,30.03548,-20.08045,-3.810554
18798,988,52520,362,b'GALAXY',b'STARFORMING',0.1363285,101.6353,26.90434,22.47977,59.73198,-7.961813,-4.68447
18799,989,52468,244,b'GALAXY',b'STARFORMING',0.1333936,85.56507,21.04271,19.47268,57.29169,-8.98203,-5.782311
18800,989,52468,340,b'GALAXY',b'STARFORMING',0.08879987,397.0791,79.82314,17.77747,136.5369,-36.62682,-12.60695
18801,990,52465,65,b'GALAXY',b'STARBURST',0.1566812,962.0759,185.687,92.02018,320.2334,-84.36678,-29.65784
18802,990,52465,331,b'GALAXY',b'STARFORMING',0.1784125,168.1868,53.21975,40.01026,38.41644,-50.63311,-15.09388
18803,991,52707,228,b'GALAXY',b'STARFORMING',0.07136987,233.513,65.67883,47.12763,84.19177,-11.68444,-4.173544
18804,991,52707,360,b'GALAXY',b'STARFORMING',0.08450677,106.3223,26.06664,15.11876,40.44876,-10.81109,-3.757586
18805,992,52644,184,b'GALAXY',b'STARFORMING',0.07624228,83.46497,26.7485,23.96728,63.26469,-3.949067,-2.934672
18806,992,52644,489,b'GALAXY',b'STARFORMING',0.07358789,428.1783,133.501,107.7797,97.87229,-39.89476,-8.993924
18807,993,52710,359,b'GALAXY',b'STARFORMING',0.2872867,78.60558,22.53188,25.08949,45.12266,-17.08517,-8.160217
18808,993,52710,373,b'GALAXY',b'STARFORMING',0.1232836,159.3486,33.62803,62.49016,89.20645,-11.96976,-6.552963
18809,995,52731,322,b'GALAXY',b'STARFORMING',0.0776889,378.1014,80.99767,56.00312,316.7995,-11.1171,-9.179238
18810,996,52641,82,b'GALAXY',b'STARFORMING',0.05765017,299.787,71.22238,50.21,77.60463,-27.17092,-6.653733
18811,996,52641,259,b'GALAXY',b'AGN',0.1233259,149.9131,38.58204,129.6851,241.3703,-5.476358,-8.130879
18812,996,52641,401,b'GALAXY',b'STARFORMING',0.07633357,132.0555,33.48643,10.79463,44.05725,-22.91081,-8.098701
18813,996,52641,509,b'GALAXY',b'STARFORMING',0.06184748,67.02673,17.6805,15.30034,15.33278,-21.26756,-4.487129
18814,997,52734,168,b'GALAXY',b'STARFORMING',0.07470243,292.5218,75.41096,71.95719,130.0534,-31.0545,-13.69208
18815,997,52734,298,b'GALAXY',b'STARFORMING',0.1569141,241.0036,52.56947,32.272,81.8942,-25.13266,-9.482975
18816,997,52734,407,b'GALAXY',b'STARBURST',0.02894334,849.9355,183.4138,122.4198,212.491,-65.73397,-16.54614
18817,997,52734,450,b'GALAXY',b'STARFORMING',0.1345778,269.3313,58.7103,16.74781,98.62161,-28.21653,-10.49273
18818,998,52750,148,b'GALAXY',b'STARFORMING',0.1467096,84.9678,31.61508,23.75528,48.16944,-9.591408,-5.350923
18819,998,52750,262,b'GALAXY',b'STARFORMING',0.111696,108.9924,29.44707,45.70153,30.57171,-8.946952,-2.428661
18820,998,52750,415,b'GALAXY',b'STARFORMING',0.1109235,174.2116,36.38346,18.701,73.70435,-34.96903,-12.99643
18821,998,52750,489,b'GALAXY',b'STARBURST',0.05205889,962.5244,290.6817,282.3285,230.8568,-63.50205,-14.82095
18822,998,52750,619,b'GALAXY',b'STARFORMING',0.1462411,211.7589,39.02745,23.79783,151.2068,-9.66177,-6.95806
18823,999,52636,124,b'GALAXY',b'',0.06729972,62.11703,18.05115,14.61714,37.90389,-5.23947,-2.988213
18824,999,52636,444,b'GALAXY',b'STARFORMING',0.1045257,179.4949,41.92859,11.85786,67.88466,-31.89777,-10.90648
18825,999,52636,485,b'GALAXY',b'STARBURST',0.0673762,2543.388,679.1697,904.4238,568.2544,-175.8476,-38.85942
18826,1000,52643,80,b'QSO',b'AGN BROADLINE',0.02764709,2129.408,526.8588,4287.883,3706.206,-37.79102,-59.53727
18827,1000,52643,448,b'GALAXY',b'STARFORMING',0.03844782,143.5565,35.29293,23.95562,38.12546,-21.92819,-5.675402
18828,1001,52670,83,b'GALAXY',b'AGN',0.22396,98.61725,21.3434,31.86917,127.0242,-8.836403,-10.86885
18829,1001,52670,277,b'GALAXY',b'STARFORMING',0.1653287,236.8669,38.05076,19.52931,119.1399,-22.95929,-12.13272
18830,1001,52670,292,b'GALAXY',b'',0.02875255,30.72722,13.03905,35.72055,21.15214,-1.038243,-0.7853879
18831,1001,52670,301,b'GALAXY',b'STARBURST',0.02041679,1751.926,500.0458,822.9467,276.1756,-182.2422,-29.74081
18832,1002,52646,80,b'GALAXY',b'STARBURST',0.1046392,1191.03,354.2888,1199.33,88.93602,-153.7991,-12.56765
18833,1002,52646,231,b'GALAXY',b'STARFORMING',0.02195352,372.7811,111.9803,110.7819,74.58316,-27.12108,-5.372084
18834,1002,52646,246,b'GALAXY',b'STARBURST',0.1029688,1608.956,361.8723,148.4474,595.2522,-50.62996,-18.39013
18835,1002,52646,270,b'GALAXY',b'STARBURST',0.05262576,493.5508,136.0196,193.8229,86.81262,-47.03779,-8.788568
18836,1002,52646,341,b'GALAXY',b'STARFORMING',0.1667851,184.6397,34.49183,41.94208,132.509,-15.47141,-11.01563
18837,1002,52646,408,b'GALAXY',b'STARFORMING',0.05132227,448.8649,115.5501,23.73983,167.289,-28.19627,-10.42319
18838,1002,52646,518,b'GALAXY',b'STARFORMING',0.1065608,118.7478,25.0679,22.18004,66.59023,-7.861051,-5.280206
18839,1002,52646,593,b'GALAXY',b'STARFORMING',0.08459131,120.4959,34.01257,13.47931,54.98724,-12.23449,-5.12594
18840,1003,52641,105,b'GALAXY',b'STARFORMING',0.06126004,257.2913,61.77679,62.70076,63.11089,-24.30744,-5.927584
18841,1003,52641,256,b'GALAXY',b'',0.1200771,166.2728,23.92431,27.90847,105.9167,-12.35065,-7.843485
18842,1004,52723,210,b'GALAXY',b'STARFORMING',0.02915783,161.8913,42.18384,68.51952,26.54405,-25.11962,-4.403459
18843,1004,52723,227,b'GALAXY',b'STARFORMING',0.1030218,212.5861,64.51849,126.5502,22.24477,-49.7877,-4.10308
18844,1004,52723,312,b'GALAXY',b'STARFORMING',0.1272869,292.8114,63.65236,32.41119,120.6377,-28.86164,-12.04059
18845,1004,52723,396,b'GALAXY',b'STARFORMING',0.0680714,260.007,52.97462,14.24721,105.3093,-17.67935,-7.385318
18846,1005,52703,97,b'GALAXY',b'STARFORMING',0.08188167,441.7448,68.04808,48.66796,411.3131,-21.33962,-18.81997
18847,1005,52703,123,b'GALAXY',b'STARFORMING',0.03232356,992.6774,168.333,181.6875,522.7717,-26.60819,-13.83837
18848,1005,52703,639,b'GALAXY',b'STARFORMING',0.1152358,180.9439,44.91124,12.56437,51.94949,-24.42137,-6.880217
18849,1006,52708,136,b'GALAXY',b'STARFORMING',0.1337551,70.89143,11.24958,11.99258,27.99734,-10.38318,-4.150597
18850,1006,52708,179,b'GALAXY',b'STARFORMING',0.1335123,258.4597,52.83445,13.55184,87.10026,-27.12875,-9.315518
18851,1006,52708,526,b'GALAXY',b'STARBURST',0.04748848,433.4163,102.1622,48.9835,125.5554,-45.16307,-12.91061
18852,1007,52706,52,b'GALAXY',b'STARFORMING',0.05159049,132.9638,42.72812,29.49306,28.77602,-29.74666,-5.265946
18853,1007,52706,251,b'GALAXY',b'STARFORMING',0.05093166,151.0814,49.61153,31.93627,38.54204,-20.67675,-5.144648
18854,1007,52706,544,b'GALAXY',b'STARFORMING',0.1394764,64.71181,20.63194,10.48784,26.47226,-11.49863,-5.20698
18855,1008,52707,206,b'GALAXY',b'STARBURST',0.155057,373.3766,82.01786,42.49575,109.6369,-62.76794,-19.024
18856,1008,52707,356,b'GALAXY',b'STARBURST',0.08196667,683.7139,170.4769,36.71756,306.9597,-63.20604,-28.44813
18857,1009,52644,149,b'GALAXY',b'STARFORMING',0.1335614,130.0608,24.40218,16.20401,71.92835,-12.52413,-6.993389
18858,1009,52644,398,b'GALAXY',b'STARFORMING',0.07633712,138.6625,40.50356,63.24125,23.90837,-39.6785,-7.041778
18859,1010,52649,140,b'GALAXY',b'AGN',0.02184006,144.7931,35.55452,51.02446,88.54935,-3.644794,-2.24929
18860,1010,52649,341,b'GALAXY',b'STARFORMING',0.1658985,456.0362,86.29636,26.64248,236.3687,-23.10272,-11.99086
18861,1010,52649,626,b'GALAXY',b'STARFORMING',0.1017336,254.8814,63.87299,20.71556,85.24667,-29.79796,-11.59856
18862,1011,52652,5,b'GALAXY',b'STARBURST',0.04479054,820.3559,271.9259,933.6776,56.56836,-137.8815,-9.677135
18863,1011,52652,202,b'GALAXY',b'STARFORMING',0.1216094,166.2923,37.50788,14.2853,64.49393,-19.34145,-7.130933
18864,1011,52652,583,b'GALAXY',b'STARFORMING',0.0707866,186.5645,36.54159,22.95352,83.49628,-18.03702,-8.187304
18865,1012,52649,167,b'GALAXY',b'AGN',0.1113183,235.3514,52.93039,245.405,198.143,-21.28548,-17.79977
18866,1012,52649,176,b'GALAXY',b'STARFORMING',0.11233,155.486,33.72974,11.37096,53.17778,-15.64466,-6.141188
18867,1012,52649,320,b'GALAXY',b'STARFORMING',0.02150597,65.59228,26.45044,19.71116,11.42248,-11.03592,-2.091615
18868,1012,52649,425,b'GALAXY',b'STARFORMING',0.05954444,170.225,39.46165,9.720232,45.97512,-23.36765,-6.320374
18869,1012,52649,596,b'GALAXY',b'STARFORMING',0.03442294,150.2859,47.29187,78.4512,22.01145,-25.61519,-4.22294
18870,1013,52707,28,b'GALAXY',b'STARFORMING',0.009406044,545.7002,163.9137,91.95772,185.3308,-27.22762,-9.470369
18871,1013,52707,450,b'GALAXY',b'',0.09381518,65.93837,21.88149,26.14172,57.67694,-3.823143,-3.239219
18872,1014,52707,29,b'GALAXY',b'STARFORMING',0.1833466,180.1011,44.17904,18.11646,90.82816,-17.09093,-10.10519
18873,1014,52707,85,b'GALAXY',b'STARFORMING',0.06804325,88.22079,21.95938,20.07098,38.87237,-9.738517,-3.958988
18874,1014,52707,190,b'GALAXY',b'STARFORMING',0.07210871,201.8915,55.81498,15.86761,93.13747,-10.64215,-4.88336
18875,1014,52707,201,b'GALAXY',b'STARFORMING',0.04709928,72.71994,17.03597,10.83257,29.05955,-8.012259,-3.25568
18876,1014,52707,428,b'GALAXY',b'STARFORMING',0.02084994,147.0548,37.50882,56.55596,21.09605,-19.77694,-2.715841
18877,1014,52707,606,b'GALAXY',b'STARBURST',0.06363483,276.751,68.18919,51.62117,66.16245,-38.02164,-8.940351
18878,1014,52707,616,b'GALAXY',b'STARBURST',0.06364004,470.1957,126.5194,213.5786,261.8098,-40.07925,-22.30479
18879,1015,52734,144,b'GALAXY',b'STARFORMING',0.09170109,51.82159,17.47096,18.46812,35.24063,-2.991812,-2.072507
18880,1015,52734,206,b'GALAXY',b'STARFORMING',0.1276323,325.3199,66.42392,27.74125,148.908,-32.58022,-14.61962
18881,1015,52734,311,b'GALAXY',b'STARBURST',0.04679535,903.2202,196.5911,115.6275,304.1701,-99.27417,-33.73938
18882,1015,52734,512,b'GALAXY',b'STARBURST',0.05695172,483.3754,149.019,206.4254,81.4293,-43.83625,-6.96027
18883,1015,52734,514,b'GALAXY',b'STARFORMING',0.05675903,92.15271,26.70352,19.13886,22.22644,-15.35818,-3.679317
18884,1016,52759,170,b'GALAXY',b'STARBURST',0.06625318,514.5961,108.9395,51.80099,157.2976,-58.7939,-17.65612
18885,1016,52759,616,b'GALAXY',b'STARFORMING',0.06046656,756.7656,161.4987,42.77905,281.4314,-31.78585,-12.04881
18886,1017,52706,84,b'GALAXY',b'STARFORMING',0.07956609,427.9956,69.65055,79.13477,257.7951,-29.75816,-17.61562
18887,1017,52706,143,b'GALAXY',b'STARFORMING',0.08255045,343.5125,64.23397,21.19223,185.6924,-20.42236,-11.10876
18888,1017,52706,264,b'GALAXY',b'STARFORMING',0.05746182,195.2122,45.32617,29.25899,117.7345,-7.506563,-4.360217
18889,1017,52706,343,b'GALAXY',b'STARFORMING',0.05288719,161.5857,50.56561,76.4754,26.72615,-30.90293,-5.14588
18890,1017,52706,454,b'GALAXY',b'AGN',0.05902765,69.25442,35.84873,35.56263,46.25018,-2.033115,-1.359237
18891,1018,52672,38,b'GALAXY',b'STARFORMING',0.04663781,147.2007,41.72858,39.92924,39.40657,-24.76762,-5.36521
18892,1018,52672,291,b'GALAXY',b'STARBURST',0.05616095,372.4369,110.9788,237.4197,41.86376,-56.96077,-7.310229
18893,1018,52672,333,b'GALAXY',b'STARFORMING',0.1433594,324.8693,70.57176,19.59812,117.6638,-22.49633,-8.197558
18894,1018,52672,359,b'GALAXY',b'AGN',0.003713523,3111.597,741.5242,8873.91,2927.182,-17.91991,-16.09857
18895,1018,52672,422,b'GALAXY',b'STARFORMING',0.06416487,181.0537,36.17575,13.40811,56.75078,-24.91347,-7.304108
18896,1019,52707,381,b'GALAXY',b'STARFORMING',0.09550693,784.3999,173.1519,55.90018,426.8864,-22.38517,-12.53058
18897,1019,52707,549,b'GALAXY',b'STARFORMING',0.03078683,531.922,148.2168,93.01254,132.475,-35.62281,-9.054388
18898,1019,52707,620,b'GALAXY',b'STARBURST',0.1758695,902.5105,173.9227,222.2763,268.2856,-134.1199,-43.33009
18899,1020,52721,67,b'GALAXY',b'STARFORMING',0.07994492,507.8688,103.129,33.04158,237.5047,-36.61277,-16.90726
18900,1020,52721,283,b'GALAXY',b'STARFORMING',0.07357112,198.1386,47.59997,18.25933,90.45097,-9.696457,-4.494243
18901,1020,52721,355,b'GALAXY',b'STARFORMING',0.03147582,100.0505,33.97805,42.43968,12.85996,-18.9,-2.180412
18902,1020,52721,441,b'GALAXY',b'STARFORMING',0.0813759,51.44098,12.80635,15.27379,14.18961,-7.677234,-3.025073
18903,1021,52460,14,b'GALAXY',b'STARBURST',0.15513,437.4917,128.4372,327.8302,66.62601,-126.3601,-22.31326
18904,1021,52460,254,b'GALAXY',b'STARFORMING',0.1022535,68.33014,23.22906,36.6277,7.65748,-51.36435,-5.79756
18905,1021,52460,418,b'GALAXY',b'STARFORMING',0.2005436,87.30847,21.33536,9.158564,40.36346,-24.76409,-10.97219
18906,1022,52524,240,b'GALAXY',b'STARFORMING',0.05789668,196.3159,56.21395,63.4788,55.35769,-34.16222,-9.544917
18907,1022,52524,309,b'GALAXY',b'STARFORMING',0.2420442,37.05608,8.855529,6.763931,9.883872,-11.8784,-2.14423
18908,1022,52524,634,b'GALAXY',b'STARBURST',0.1356948,190.4582,41.44485,23.62038,83.47372,-48.72091,-20.43502
18909,1023,52818,27,b'GALAXY',b'STARBURST',0.1725293,178.8275,39.35395,45.12277,40.55518,-53.7813,-10.75493
18910,1023,52818,93,b'GALAXY',b'STARFORMING',0.2077141,283.7432,57.66285,35.90687,177.5911,-32.80381,-20.7632
18911,1023,52818,507,b'GALAXY',b'STARBURST',0.1111343,128.0364,47.17351,49.8057,35.72757,-34.15968,-9.777109
18912,1023,52818,602,b'GALAXY',b'STARFORMING',0.1369519,120.0129,33.95911,14.05555,40.25719,-30.34183,-9.26333
18913,1024,52826,10,b'GALAXY',b'STARBURST',0.1112461,147.2639,52.28627,41.6705,45.92065,-45.20947,-10.31648
18914,1024,52826,115,b'GALAXY',b'STARBURST',0.05459332,316.5861,99.10671,427.5594,10.29892,-186.7073,-6.51507
18915,1024,52826,202,b'GALAXY',b'STARFORMING',0.1572046,133.2167,29.00369,20.72335,49.92681,-19.84705,-7.127562
18916,1024,52826,260,b'GALAXY',b'STARBURST',0.1541708,224.6185,61.18354,34.75436,57.69469,-50.81413,-13.07012
